region	chr	midPos	Nsites
(515662,524196)(3151852,3199082)(3150000,3200000)	DPSCF300001	3175000	8536	0.027825
(516958,527099)(3161389,3209439)(3160000,3210000)	DPSCF300001	3185000	10143	0.030113
(521061,527513)(3170842,3217006)(3170000,3220000)	DPSCF300001	3195000	6454	0.028960
(522224,531479)(3182969,3229999)(3180000,3230000)	DPSCF300001	3205000	9257	0.027396
(522811,532232)(3192947,3238788)(3190000,3240000)	DPSCF300001	3215000	9423	0.027546
(524197,534572)(3200055,3248060)(3200000,3250000)	DPSCF300001	3225000	10377	0.026840
(527100,536638)(3215105,3259999)(3210000,3260000)	DPSCF300001	3235000	9540	0.024827
(527514,538028)(3221953,3265777)(3220000,3270000)	DPSCF300001	3245000	10516	0.025351
(531480,541438)(3230000,3279999)(3230000,3280000)	DPSCF300001	3255000	9960	0.026887
(532233,544710)(3242999,3287045)(3240000,3290000)	DPSCF300001	3265000	12479	0.026114
(534573,545747)(3251278,3299999)(3250000,3300000)	DPSCF300001	3275000	11176	0.026512
(536639,547483)(3260000,3306125)(3260000,3310000)	DPSCF300001	3285000	10846	0.027810
(538029,550484)(3271323,3319999)(3270000,3320000)	DPSCF300001	3295000	12457	0.028524
(541439,552241)(3280000,3326006)(3280000,3330000)	DPSCF300001	3305000	10804	0.027253
(544711,555182)(3290575,3339320)(3290000,3340000)	DPSCF300001	3315000	10473	0.027939
(545748,557834)(3300000,3349975)(3300000,3350000)	DPSCF300001	3325000	12088	0.028656
(547484,560607)(3311815,3359999)(3310000,3360000)	DPSCF300001	3335000	13125	0.027144
(550485,563279)(3320000,3369409)(3320000,3370000)	DPSCF300001	3345000	12796	0.025147
(552242,564011)(3330070,3378907)(3330000,3380000)	DPSCF300001	3355000	11771	0.025981
(555183,566601)(3346139,3388164)(3340000,3390000)	DPSCF300001	3365000	11420	0.026684
(557835,568784)(3350021,3399029)(3350000,3400000)	DPSCF300001	3375000	10951	0.026842
(560608,568784)(3360000,3399029)(3360000,3410000)	DPSCF300001	3385000	8178	0.027210
(563280,573892)(3370604,3419999)(3370000,3420000)	DPSCF300001	3395000	10614	0.028593
(564012,576280)(3382335,3429935)(3380000,3430000)	DPSCF300001	3405000	12270	0.029069
(566602,578497)(3390273,3439999)(3390000,3440000)	DPSCF300001	3415000	11897	0.028333
(568785,580752)(3410171,3445396)(3400000,3450000)	DPSCF300001	3425000	11969	0.027504
(568785,582290)(3410171,3459193)(3410000,3460000)	DPSCF300001	3435000	13507	0.027015
(573893,583461)(3420000,3467377)(3420000,3470000)	DPSCF300001	3445000	9570	0.026120
(576281,586750)(3432326,3479017)(3430000,3480000)	DPSCF300001	3455000	10471	0.024310
(578498,589723)(3440000,3488470)(3440000,3490000)	DPSCF300001	3465000	11227	0.024753
(580753,590954)(3453067,3499999)(3450000,3500000)	DPSCF300001	3475000	10203	0.023422
(582291,594013)(3462684,3509794)(3460000,3510000)	DPSCF300001	3485000	11724	0.022809
(583462,594729)(3470596,3519447)(3470000,3520000)	DPSCF300001	3495000	11269	0.023054
(586751,594729)(3480296,3519447)(3480000,3530000)	DPSCF300001	3505000	7980	0.023057
(589724,595038)(3490369,3538979)(3490000,3540000)	DPSCF300001	3515000	5316	0.022548
(590955,596707)(3500000,3549474)(3500000,3550000)	DPSCF300001	3525000	5754	0.024396
(594014,598107)(3510342,3558630)(3510000,3560000)	DPSCF300001	3535000	4095	0.028287
(594730,599258)(3535338,3566687)(3520000,3570000)	DPSCF300001	3545000	4530	0.032379
(594730,601216)(3535338,3576270)(3530000,3580000)	DPSCF300001	3555000	6488	0.028723
(595039,603002)(3540845,3589999)(3540000,3590000)	DPSCF300001	3565000	7965	0.027155
(596708,604227)(3550839,3599954)(3550000,3600000)	DPSCF300001	3575000	7521	0.026567
(598108,604721)(3561954,3606151)(3560000,3610000)	DPSCF300001	3585000	6615	0.025693
(599259,605521)(3573636,3619999)(3570000,3620000)	DPSCF300001	3595000	6264	0.019265
(601217,607937)(3581591,3626517)(3580000,3630000)	DPSCF300001	3605000	6722	0.021110
(603003,609453)(3590000,3636997)(3590000,3640000)	DPSCF300001	3615000	6452	0.022580
(604228,611624)(3605347,3649511)(3600000,3650000)	DPSCF300001	3625000	7398	0.021942
(604722,612735)(3614254,3656939)(3610000,3660000)	DPSCF300001	3635000	8015	0.021652
(605522,612859)(3620000,3669999)(3620000,3670000)	DPSCF300001	3645000	7339	0.022737
(607938,615683)(3631984,3679401)(3630000,3680000)	DPSCF300001	3655000	7747	0.023390
(609454,616311)(3640766,3686101)(3640000,3690000)	DPSCF300001	3665000	6859	0.022771
(611625,616311)(3653058,3686101)(3650000,3700000)	DPSCF300001	3675000	4688	0.023156
(612736,617752)(3662991,3707896)(3660000,3710000)	DPSCF300001	3685000	5018	0.023553
(612860,618578)(3670000,3719999)(3670000,3720000)	DPSCF300001	3695000	5720	0.023976
(615684,619331)(3680601,3729603)(3680000,3730000)	DPSCF300001	3705000	3649	0.023249
(616312,623305)(3704977,3739999)(3690000,3740000)	DPSCF300001	3715000	6995	0.023174
(616312,624834)(3704977,3749801)(3700000,3750000)	DPSCF300001	3725000	8524	0.023724
(617753,625859)(3710247,3758576)(3710000,3760000)	DPSCF300001	3735000	8108	0.023882
(618579,628943)(3720000,3766291)(3720000,3770000)	DPSCF300001	3745000	10366	0.026343
(619332,630693)(3730931,3777308)(3730000,3780000)	DPSCF300001	3755000	11363	0.026418
(623306,633615)(3740000,3789999)(3740000,3790000)	DPSCF300001	3765000	10311	0.026641
(624835,635073)(3750401,3799705)(3750000,3800000)	DPSCF300001	3775000	10240	0.028060
(625860,636187)(3760884,3803418)(3760000,3810000)	DPSCF300001	3785000	10329	0.027652
(628944,638427)(3770423,3819032)(3770000,3820000)	DPSCF300001	3795000	9485	0.026200
(630694,643100)(3781417,3829360)(3780000,3830000)	DPSCF300001	3805000	12408	0.026346
(633616,644759)(3790000,3836729)(3790000,3840000)	DPSCF300001	3815000	11145	0.027599
(635074,649245)(3802305,3849999)(3800000,3850000)	DPSCF300001	3825000	14173	0.027489
(636188,653232)(3810476,3859999)(3810000,3860000)	DPSCF300001	3835000	17046	0.028319
(638428,655482)(3820981,3869054)(3820000,3870000)	DPSCF300001	3845000	17056	0.028287
(643101,658013)(3831485,3879999)(3830000,3880000)	DPSCF300001	3855000	14914	0.029159
(644760,659658)(3840431,3887909)(3840000,3890000)	DPSCF300001	3865000	14900	0.028754
(649246,661021)(3850000,3898200)(3850000,3900000)	DPSCF300001	3875000	11777	0.028782
(653233,664520)(3860000,3909999)(3860000,3910000)	DPSCF300001	3885000	11289	0.027755
(655483,664581)(3872606,3916567)(3870000,3920000)	DPSCF300001	3895000	9100	0.028065
(658014,666931)(3880000,3928691)(3880000,3930000)	DPSCF300001	3905000	8919	0.028357
(659659,668314)(3891205,3939999)(3890000,3940000)	DPSCF300001	3915000	8657	0.028184
(661022,669386)(3900298,3949999)(3900000,3950000)	DPSCF300001	3925000	8366	0.026685
(664521,671242)(3910000,3958387)(3910000,3960000)	DPSCF300001	3935000	6723	0.027484
(664582,672419)(3921559,3967714)(3920000,3970000)	DPSCF300001	3945000	7839	0.027445
(666932,674080)(3930759,3977982)(3930000,3980000)	DPSCF300001	3955000	7150	0.028896
(668315,674080)(3940000,3977982)(3940000,3990000)	DPSCF300001	3965000	5767	0.029979
(669387,677924)(3950000,3998757)(3950000,4000000)	DPSCF300001	3975000	8539	0.029514
(671243,679228)(3964747,4006069)(3960000,4010000)	DPSCF300001	3985000	7987	0.029274
(672420,681471)(3971234,4019999)(3970000,4020000)	DPSCF300001	3995000	9053	0.028451
(674081,683270)(3990186,4029945)(3980000,4030000)	DPSCF300001	4005000	9191	0.024467
(674081,685081)(3990186,4039999)(3990000,4040000)	DPSCF300001	4015000	11002	0.023355
(677925,686215)(4001522,4049999)(4000000,4050000)	DPSCF300001	4025000	8292	0.022246
(679229,687233)(4014485,4053743)(4010000,4060000)	DPSCF300001	4035000	8006	0.021589
(681472,690327)(4020000,4067422)(4020000,4070000)	DPSCF300001	4045000	8857	0.022811
(683271,691110)(4034477,4077199)(4030000,4080000)	DPSCF300001	4055000	7841	0.022991
(685082,691655)(4040000,4087038)(4040000,4090000)	DPSCF300001	4065000	6575	0.024563
(686216,693429)(4050000,4095566)(4050000,4100000)	DPSCF300001	4075000	7215	0.026122
(687234,696692)(4061182,4107175)(4060000,4110000)	DPSCF300001	4085000	9460	0.022788
(690328,700039)(4076397,4119999)(4070000,4120000)	DPSCF300001	4095000	9713	0.023457
(691111,702081)(4080818,4128094)(4080000,4130000)	DPSCF300001	4105000	10972	0.025954
(691656,705619)(4092796,4137894)(4090000,4140000)	DPSCF300001	4115000	13965	0.025960
(693430,707810)(4102614,4147387)(4100000,4150000)	DPSCF300001	4125000	14382	0.025716
(696693,709874)(4110586,4158477)(4110000,4160000)	DPSCF300001	4135000	13183	0.027361
(700040,710151)(4120000,4169999)(4120000,4170000)	DPSCF300001	4145000	10113	0.027442
(702082,711414)(4131817,4178201)(4130000,4180000)	DPSCF300001	4155000	9334	0.023390
(705620,713471)(4140253,4187776)(4140000,4190000)	DPSCF300001	4165000	7853	0.023687
(707811,713471)(4152185,4187776)(4150000,4200000)	DPSCF300001	4175000	5662	0.023010
(709875,714019)(4165822,4209057)(4160000,4210000)	DPSCF300001	4185000	4146	0.025803
(710152,714935)(4170000,4215503)(4170000,4220000)	DPSCF300001	4195000	4785	0.025474
(711415,716528)(4180089,4227810)(4180000,4230000)	DPSCF300001	4205000	5115	0.031987
(713472,718968)(4202240,4238754)(4190000,4240000)	DPSCF300001	4215000	5498	0.030116
(713472,720582)(4202240,4249560)(4200000,4250000)	DPSCF300001	4225000	7112	0.028763
(714020,722449)(4210404,4259672)(4210000,4260000)	DPSCF300001	4235000	8431	0.028308
(714936,722853)(4221465,4266647)(4220000,4270000)	DPSCF300001	4245000	7919	0.028672
(716529,724325)(4231841,4279999)(4230000,4280000)	DPSCF300001	4255000	7798	0.024147
(718969,726730)(4240726,4288805)(4240000,4290000)	DPSCF300001	4265000	7763	0.023168
(720583,728186)(4256554,4299110)(4250000,4300000)	DPSCF300001	4275000	7605	0.023235
(722450,728186)(4261000,4299110)(4260000,4310000)	DPSCF300001	4285000	5738	0.023439
(722854,730911)(4274044,4319717)(4270000,4320000)	DPSCF300001	4295000	8059	0.022056
(724326,731188)(4280000,4325097)(4280000,4330000)	DPSCF300001	4305000	6864	0.022412
(726731,731477)(4291293,4336230)(4290000,4340000)	DPSCF300001	4315000	4748	0.021731
(728187,732362)(4313570,4349999)(4300000,4350000)	DPSCF300001	4325000	4177	0.020527
(728187,734061)(4313570,4357166)(4310000,4360000)	DPSCF300001	4335000	5876	0.021156
(730912,734582)(4321712,4368444)(4320000,4370000)	DPSCF300001	4345000	3672	0.022638
(731189,736776)(4333698,4378636)(4330000,4380000)	DPSCF300001	4355000	5589	0.027740
(731478,739025)(4344678,4387048)(4340000,4390000)	DPSCF300001	4365000	7549	0.027140
(732363,740115)(4350000,4396127)(4350000,4400000)	DPSCF300001	4375000	7754	0.027207
(734062,743858)(4362589,4409487)(4360000,4410000)	DPSCF300001	4385000	9798	0.026981
(734583,744082)(4370019,4418394)(4370000,4420000)	DPSCF300001	4395000	9501	0.027455
(736777,744082)(4382787,4418394)(4380000,4430000)	DPSCF300001	4405000	7307	0.024664
(739026,746644)(4392302,4439999)(4390000,4440000)	DPSCF300001	4415000	7620	0.022820
(740116,748145)(4403066,4445494)(4400000,4450000)	DPSCF300001	4425000	8031	0.022307
(743859,749671)(4418171,4458064)(4410000,4460000)	DPSCF300001	4435000	5814	0.022532
(744083,750188)(4433448,4464331)(4420000,4470000)	DPSCF300001	4445000	6107	0.022345
(744083,752651)(4433448,4478128)(4430000,4480000)	DPSCF300001	4455000	8570	0.024760
(746645,752662)(4440000,4480605)(4440000,4490000)	DPSCF300001	4465000	6019	0.026295
(748146,756033)(4450213,4499999)(4450000,4500000)	DPSCF300001	4475000	7889	0.025901
(749672,757213)(4461465,4509999)(4460000,4510000)	DPSCF300001	4485000	7543	0.025615
(750189,758937)(4473091,4519248)(4470000,4520000)	DPSCF300001	4495000	8750	0.025656
(752652,759522)(4480595,4524677)(4480000,4530000)	DPSCF300001	4505000	6872	0.022964
(752663,761395)(4490247,4539999)(4490000,4540000)	DPSCF300001	4515000	8734	0.024100
(756034,762726)(4500000,4548795)(4500000,4550000)	DPSCF300001	4525000	6694	0.025176
(757214,764349)(4510000,4558878)(4510000,4560000)	DPSCF300001	4535000	7137	0.024575
(758938,765496)(4520450,4569303)(4520000,4570000)	DPSCF300001	4545000	6560	0.026255
(759523,765964)(4534835,4578799)(4530000,4580000)	DPSCF300001	4555000	6443	0.026253
(761396,767259)(4540000,4589934)(4540000,4590000)	DPSCF300001	4565000	5865	0.024789
(762727,768817)(4550779,4596970)(4550000,4600000)	DPSCF300001	4575000	6092	0.023870
(764350,770035)(4561700,4607768)(4560000,4610000)	DPSCF300001	4585000	5687	0.024693
(765497,774612)(4571091,4619999)(4570000,4620000)	DPSCF300001	4595000	9117	0.020841
(765965,777640)(4580222,4626882)(4580000,4630000)	DPSCF300001	4605000	11677	0.020539
(767260,780547)(4590578,4639140)(4590000,4640000)	DPSCF300001	4615000	13289	0.021522
(768818,782332)(4605009,4649740)(4600000,4650000)	DPSCF300001	4625000	13516	0.021079
(770036,782704)(4612039,4656626)(4610000,4660000)	DPSCF300001	4635000	12670	0.021343
(774613,785053)(4620000,4667396)(4620000,4670000)	DPSCF300001	4645000	10442	0.021889
(777641,786786)(4630658,4679999)(4630000,4680000)	DPSCF300001	4655000	9147	0.022381
(780548,788252)(4640872,4689926)(4640000,4690000)	DPSCF300001	4665000	7706	0.021898
(782333,789506)(4651145,4699999)(4650000,4700000)	DPSCF300001	4675000	7175	0.037790
(782705,792009)(4660802,4708375)(4660000,4710000)	DPSCF300001	4685000	9306	0.033807
(785054,794271)(4671525,4718994)(4670000,4720000)	DPSCF300001	4695000	9219	0.034915
(786787,794271)(4680000,4718994)(4680000,4730000)	DPSCF300001	4705000	7486	0.036922
(788253,794974)(4690259,4739668)(4690000,4740000)	DPSCF300001	4715000	6723	0.037905
(789507,796645)(4700000,4749364)(4700000,4750000)	DPSCF300001	4725000	7140	0.024304
(792010,797613)(4711211,4754052)(4710000,4760000)	DPSCF300001	4735000	5605	0.024236
(794272,800993)(4735807,4769565)(4720000,4770000)	DPSCF300001	4745000	6723	0.022981
(794272,801277)(4735807,4779323)(4730000,4780000)	DPSCF300001	4755000	7007	0.022992
(794975,804037)(4741415,4789657)(4740000,4790000)	DPSCF300001	4765000	9064	0.022255
(796646,805300)(4753085,4792202)(4750000,4800000)	DPSCF300001	4775000	8656	0.022170
(797614,805679)(4760749,4802916)(4760000,4810000)	DPSCF300001	4785000	8067	0.022640
(800994,806713)(4778976,4819058)(4770000,4820000)	DPSCF300001	4795000	5721	0.021897
(801278,807239)(4782626,4824444)(4780000,4830000)	DPSCF300001	4805000	5963	0.022008
(804038,809529)(4790940,4839625)(4790000,4840000)	DPSCF300001	4815000	5493	0.022432
(805301,809549)(4802238,4842607)(4800000,4850000)	DPSCF300001	4825000	4250	0.022075
(805680,810037)(4818024,4859999)(4810000,4860000)	DPSCF300001	4835000	4359	0.023221
(806714,811992)(4820506,4869999)(4820000,4870000)	DPSCF300001	4845000	5280	0.024829
(807240,812390)(4832119,4879999)(4830000,4880000)	DPSCF300001	4855000	5152	0.026267
(809530,813161)(4842588,4882789)(4840000,4890000)	DPSCF300001	4865000	3633	0.027758
(809550,814241)(4858757,4896324)(4850000,4900000)	DPSCF300001	4875000	4693	0.027171
(810038,817239)(4860000,4909999)(4860000,4910000)	DPSCF300001	4885000	7203	0.024860
(811993,818746)(4870000,4916604)(4870000,4920000)	DPSCF300001	4895000	6755	0.022976
(812391,821428)(4880000,4929844)(4880000,4930000)	DPSCF300001	4905000	9039	0.020912
(813162,822778)(4890454,4936116)(4890000,4940000)	DPSCF300001	4915000	9618	0.021919
(814242,824893)(4900835,4945929)(4900000,4950000)	DPSCF300001	4925000	10653	0.023185
(817240,825309)(4910000,4959999)(4910000,4960000)	DPSCF300001	4935000	8071	0.023410
(818747,826039)(4923226,4966735)(4920000,4970000)	DPSCF300001	4945000	7294	0.023923
(821429,826217)(4931915,4974107)(4930000,4980000)	DPSCF300001	4955000	4790	0.025119
(822779,828556)(4940108,4989905)(4940000,4990000)	DPSCF300001	4965000	5779	0.027547
(824894,831460)(4950243,4995580)(4950000,5000000)	DPSCF300001	4975000	6568	0.026826
(825310,832925)(4960000,5009999)(4960000,5010000)	DPSCF300001	4985000	7617	0.025330
(826040,836942)(4973930,5018425)(4970000,5020000)	DPSCF300001	4995000	10904	0.024455
(826218,838461)(4981953,5027092)(4980000,5030000)	DPSCF300001	5005000	12245	0.024250
(828557,842970)(4990257,5039999)(4990000,5040000)	DPSCF300001	5015000	14415	0.022469
(831461,843159)(5004131,5046602)(5000000,5050000)	DPSCF300001	5025000	11700	0.022042
(832926,844736)(5010000,5059999)(5010000,5060000)	DPSCF300001	5035000	11812	0.022541
(836943,846570)(5020252,5067508)(5020000,5070000)	DPSCF300001	5045000	9629	0.022516
(838462,847664)(5030036,5078341)(5030000,5080000)	DPSCF300001	5055000	9204	0.027300
(842971,848011)(5040000,5081166)(5040000,5090000)	DPSCF300001	5065000	5042	0.030781
(843160,848033)(5055894,5097722)(5050000,5100000)	DPSCF300001	5075000	4875	0.031027
(844737,849845)(5060000,5109978)(5060000,5110000)	DPSCF300001	5085000	5110	0.030755
(846571,851130)(5071012,5118924)(5070000,5120000)	DPSCF300001	5095000	4561	0.029618
(847665,852813)(5080819,5129999)(5080000,5130000)	DPSCF300001	5105000	5150	0.022888
(848012,853781)(5097701,5130968)(5090000,5140000)	DPSCF300001	5115000	5771	0.022771
(848034,855690)(5100573,5147954)(5100000,5150000)	DPSCF300001	5125000	7658	0.021194
(849846,855938)(5113961,5159502)(5110000,5160000)	DPSCF300001	5135000	6094	0.019541
(851131,856426)(5120605,5169745)(5120000,5170000)	DPSCF300001	5145000	5297	0.021223
(852814,858044)(5130000,5179580)(5130000,5180000)	DPSCF300001	5155000	5232	0.021167
(853782,860103)(5144122,5189986)(5140000,5190000)	DPSCF300001	5165000	6323	0.022732
(855691,864839)(5154661,5199674)(5150000,5200000)	DPSCF300001	5175000	9150	0.024839
(855939,867983)(5164341,5207902)(5160000,5210000)	DPSCF300001	5185000	12046	0.023643
(856427,868495)(5172742,5217410)(5170000,5220000)	DPSCF300001	5195000	12070	0.023602
(858045,870203)(5182761,5229999)(5180000,5230000)	DPSCF300001	5205000	12160	0.023455
(860104,871485)(5192532,5237418)(5190000,5240000)	DPSCF300001	5215000	11383	0.023055
(864840,872729)(5200525,5241945)(5200000,5250000)	DPSCF300001	5225000	7891	0.020442
(867984,874519)(5212300,5258622)(5210000,5260000)	DPSCF300001	5235000	6537	0.021897
(868496,875764)(5223984,5269999)(5220000,5270000)	DPSCF300001	5245000	7270	0.021712
(870204,876178)(5230000,5273169)(5230000,5280000)	DPSCF300001	5255000	5976	0.021833
(871486,877205)(5240395,5289339)(5240000,5290000)	DPSCF300001	5265000	5721	0.020260
(872730,880927)(5250782,5299999)(5250000,5300000)	DPSCF300001	5275000	8199	0.021716
(874520,882312)(5261440,5305482)(5260000,5310000)	DPSCF300001	5285000	7794	0.021181
(875765,882737)(5270000,5313439)(5270000,5320000)	DPSCF300001	5295000	6974	0.021399
(876179,883909)(5281530,5329908)(5280000,5330000)	DPSCF300001	5305000	7732	0.021303
(877206,887832)(5293137,5339542)(5290000,5340000)	DPSCF300001	5315000	10628	0.020767
(880928,888879)(5300000,5349638)(5300000,5350000)	DPSCF300001	5325000	7953	0.021465
(882313,890560)(5313009,5356288)(5310000,5360000)	DPSCF300001	5335000	8249	0.023017
(882738,891535)(5320029,5369990)(5320000,5370000)	DPSCF300001	5345000	8799	0.022648
(883910,893632)(5331823,5378360)(5330000,5380000)	DPSCF300001	5355000	9724	0.022401
(887833,893651)(5343792,5385093)(5340000,5390000)	DPSCF300001	5365000	5820	0.024540
(888880,893705)(5351105,5395991)(5350000,5400000)	DPSCF300001	5375000	4827	0.023238
(890561,894905)(5360928,5408282)(5360000,5410000)	DPSCF300001	5385000	4346	0.020765
(891536,894905)(5370896,5408282)(5370000,5420000)	DPSCF300001	5395000	3371	0.020550
(893633,895639)(5385075,5425073)(5380000,5430000)	DPSCF300001	5405000	2008	0.019919
(893652,896202)(5391690,5439296)(5390000,5440000)	DPSCF300001	5415000	2552	0.020872
(893706,897679)(5401943,5446889)(5400000,5450000)	DPSCF300001	5425000	3975	0.021791
(894906,900585)(5422778,5459999)(5410000,5460000)	DPSCF300001	5435000	5681	0.020174
(894906,904796)(5422778,5469331)(5420000,5470000)	DPSCF300001	5445000	9892	0.026594
